Element	Fraction	BiolRep	Counts	CPM
LHFPL2_wgs_ref	Post	5	216	20.5696537041661
LHFPL2_wgs_ref	Post	6	198	20.5782188491496
LHFPL2_wgs_ref	Pre	1	322	40.8331691129793
LHFPL2_wgs_ref	Pre	2	523	60.0275162461661
LHFPL2_wgs_ref	Pre	3	558	57.1218042628221
LHFPL2_wgs_ref	Pre	4	473	50.2700393859913
LHFPL2_wgs_ref	Pre	5	433	55.3865604575007
LHFPL2_wgs_ref	Pre	6	444	48.075147952892
LHFPL2_wgs_shuf	DNA	1	256	37.6181205311032
LHFPL2_wgs_shuf	DNA	2	172	23.5355999210736
LHFPL2_wgs_shuf	DNA	3	261	33.2240250180727
LHFPL2_wgs_shuf	DNA	4	274	34.5761787038249
LHFPL2_wgs_shuf	Post	1	92	10.1670175761211
LHFPL2_wgs_shuf	Post	2	84	8.47791286703938
LHFPL2_wgs_shuf	Post	3	86	9.28672047565286
LHFPL2_wgs_shuf	Post	4	163	17.2287211025198
LHFPL2_wgs_shuf	Post	5	99	9.4277579477428
LHFPL2_wgs_shuf	Post	6	87	9.04194464583846
LHFPL2_wgs_shuf	Pre	1	198	25.1085946719562
LHFPL2_wgs_shuf	Pre	2	341	39.138399693963
LHFPL2_wgs_shuf	Pre	3	325	33.2698680742244
LHFPL2_wgs_shuf	Pre	4	366	38.8981700111476
LHFPL2_wgs_shuf	Pre	5	300	38.3740603631644
LHFPL2_wgs_shuf	Pre	6	309	33.4577043185667
LHX3_wgs_alt	DNA	1	3837	563.830970616574
LHX3_wgs_alt	DNA	2	3906	534.477054021591
LHX3_wgs_alt	DNA	3	4400	560.098506051801
LHX3_wgs_alt	DNA	4	3910	493.404593912245
LHX3_wgs_alt	Post	1	2892	319.597987284155
LHX3_wgs_alt	Post	2	3112	314.086486216983
LHX3_wgs_alt	Post	3	2907	313.912749101429
LHX3_wgs_alt	Post	4	3038	321.109538094816
LHX3_wgs_alt	Post	5	3339	317.972563510234
LHX3_wgs_alt	Post	6	2951	306.698605170912
LHX3_wgs_alt	Pre	1	3520	446.375016390333
LHX3_wgs_alt	Pre	2	3929	450.95241172311
LHX3_wgs_alt	Pre	3	4730	484.204541511019
LHX3_wgs_alt	Pre	4	4642	493.347828392752
LHX3_wgs_alt	Pre	5	4061	519.456863782703
LHX3_wgs_alt	Pre	6	4423	478.910764404597
LHX3_wgs_ref	DNA	1	3480	511.371325969684
LHX3_wgs_ref	DNA	2	3868	529.277328457633
LHX3_wgs_ref	DNA	3	4123	524.83775919354
LHX3_wgs_ref	DNA	4	4264	538.076007274121
LHX3_wgs_ref	Post	1	3116	344.352464860798
LHX3_wgs_ref	Post	2	3221	325.087587437308
LHX3_wgs_ref	Post	3	3023	326.439023231379
LHX3_wgs_ref	Post	4	3084	325.971631166693
LHX3_wgs_ref	Post	5	3282	312.544460449413
LHX3_wgs_ref	Post	6	3053	317.29950579017
LHX3_wgs_ref	Pre	1	3325	421.646854970982
LHX3_wgs_ref	Pre	2	3879	445.213643439538
LHX3_wgs_ref	Pre	3	4450	455.541270554764
LHX3_wgs_ref	Pre	4	4135	439.464297803539
LHX3_wgs_ref	Pre	5	3764	481.46654402317
LHX3_wgs_ref	Pre	6	4484	485.515683380107
LHX3_wgs_shuf	DNA	1	11098	1630.80430333665
LHX3_wgs_shuf	DNA	2	12066	1651.04970143997
LHX3_wgs_shuf	DNA	3	13254	1687.16945436604
LHX3_wgs_shuf	DNA	4	12857	1622.43039998203
LHX3_wgs_shuf	Post	1	10739	1186.77827989092
LHX3_wgs_shuf	Post	2	12093	1220.51667025128
LHX3_wgs_shuf	Post	3	11609	1253.59927909133
LHX3_wgs_shuf	Post	4	12133	1282.42989654523
LHX3_wgs_shuf	Post	5	12668	1206.37209779804
LHX3_wgs_shuf	Post	6	11310	1175.452803959
LHX3_wgs_shuf	Pre	1	9256	1173.76339537185
LHX3_wgs_shuf	Pre	2	12465	1430.67493309457
LHX3_wgs_shuf	Pre	3	14021	1435.31329313446
LHX3_wgs_shuf	Pre	4	12963	1377.69666080466
LHX3_wgs_shuf	Pre	5	11749	1502.85611735606
LHX3_wgs_shuf	Pre	6	13337	1444.09515371108
LILRA6_wgs_alt	DNA	1	3122	458.76473553947
LILRA6_wgs_alt	DNA	2	3347	457.986354278102
LILRA6_wgs_alt	DNA	3	3410	434.076342190146
LILRA6_wgs_alt	DNA	4	3473	438.259374592642
LILRA6_wgs_alt	Post	1	1855	204.998017431573
LILRA6_wgs_alt	Post	2	1888	190.551184440123
LILRA6_wgs_alt	Post	3	1745	188.434037558305
LILRA6_wgs_alt	Post	4	1873	197.971746165764
LILRA6_wgs_alt	Post	5	1884	179.413090641893
LILRA6_wgs_alt	Post	6	1688	175.434512208912
LILRA6_wgs_alt	Pre	1	1897	240.560626730813
LILRA6_wgs_alt	Pre	2	2666	305.991124880074
LILRA6_wgs_alt	Pre	3	2956	302.602246238176
LILRA6_wgs_alt	Pre	4	3052	324.363975065635
LILRA6_wgs_alt	Pre	5	2607	333.470584555899
LILRA6_wgs_alt	Pre	6	3002	325.048635483292
LILRA6_wgs_ref	DNA	1	3048	447.890747573448
LILRA6_wgs_ref	DNA	2	3552	486.037505346823
LILRA6_wgs_ref	DNA	3	3563	453.552494786947
LILRA6_wgs_ref	DNA	4	3809	480.659360156456
LILRA6_wgs_ref	Post	1	1981	218.922411068434
LILRA6_wgs_ref	Post	2	2182	220.223879474761
LILRA6_wgs_ref	Post	3	2073	223.853157511958
LILRA6_wgs_ref	Post	4	1888	199.557211297898
LILRA6_wgs_ref	Post	5	2333	222.171305980646
LILRA6_wgs_ref	Post	6	1886	196.012731058061
LILRA6_wgs_ref	Pre	1	2003	254.002601656204
LILRA6_wgs_ref	Pre	2	2785	319.649393394976
LILRA6_wgs_ref	Pre	3	2912	298.09801794505
LILRA6_wgs_ref	Pre	4	2994	318.199784189552
LILRA6_wgs_ref	Pre	5	2524	322.853761188757
LILRA6_wgs_ref	Pre	6	2880	311.838797532272
LILRA6_wgs_shuf	DNA	1	136	19.9846265321486
LILRA6_wgs_shuf	DNA	2	256	35.0297301150864
LILRA6_wgs_shuf	DNA	3	207	26.350088807437
LILRA6_wgs_shuf	DNA	4	195	24.6071344789995
LILRA6_wgs_shuf	Post	1	69	7.62526318209084
LILRA6_wgs_shuf	Post	2	113	11.4048113568506
LILRA6_wgs_shuf	Post	3	108	11.662393155471
LILRA6_wgs_shuf	Post	4	134	14.1634885137279
LILRA6_wgs_shuf	Post	5	85	8.0945396521024
LILRA6_wgs_shuf	Post	6	67	6.9633366812779
LILRA6_wgs_shuf	Pre	1	98	12.4274862517763
LILRA6_wgs_shuf	Pre	2	157	18.019732410417
LILRA6_wgs_shuf	Pre	3	176	18.016913172503
LILRA6_wgs_shuf	Pre	4	165	17.5360602509272
LILRA6_wgs_shuf	Pre	5	147	18.8032895779506
LILRA6_wgs_shuf	Pre	6	203	21.980304131615
LIN7C_wgs_alt	DNA	1	145	21.3071385820702
LIN7C_wgs_alt	DNA	2	150	20.5252324893084
LIN7C_wgs_alt	DNA	3	165	21.0036939769425
LIN7C_wgs_alt	DNA	4	155	19.5595171499739
LIN7C_wgs_alt	Post	1	105	11.6036613640513
LIN7C_wgs_alt	Post	2	93	9.38626067422217
LIN7C_wgs_alt	Post	3	140	15.1179170533884
LIN7C_wgs_alt	Post	4	104	10.9925582494605
LIN7C_wgs_alt	Post	5	92	8.7611487999226
LIN7C_wgs_alt	Post	6	77	8.00264066355818
LIN7C_wgs_alt	Pre	1	41	5.19925445227376
LIN7C_wgs_alt	Pre	2	50	5.73876828357228
LIN7C_wgs_alt	Pre	3	112	11.4653083825019
LIN7C_wgs_alt	Pre	4	81	8.60861139590972
LIN7C_wgs_alt	Pre	5	65	8.31437974535229
LIN7C_wgs_alt	Pre	6	98	10.6111813049176
LIN7C_wgs_ref	DNA	1	42	6.17172289963412
LIN7C_wgs_ref	DNA	2	18	2.46302789871701
LIN7C_wgs_ref	DNA	3	45	5.72828017552978
LIN7C_wgs_ref	DNA	4	20	2.52380866451276
LIN7C_wgs_ref	Post	1	8	0.884088484880098
LIN7C_wgs_ref	Post	2	9	0.908347807182791
LIN7C_wgs_ref	Post	3	16	1.72776194895867
LIN7C_wgs_ref	Post	4	10	1.05697675475581
LIN7C_wgs_ref	Post	5	19	1.80936768694054
LIN7C_wgs_ref	Post	6	3	0.311791194684085
LIN7C_wgs_ref	Pre	1	6	0.760866505210794
LIN7C_wgs_ref	Pre	2	12	1.37730438805735
LIN7C_wgs_ref	Pre	3	26	2.66158944593795
LIN7C_wgs_ref	Pre	4	15	1.59418729553884
LIN7C_wgs_ref	Pre	5	7	0.89539474180717
LIN7C_wgs_ref	Pre	6	10	1.08277360254261
LIN9_wgs_alt	DNA	1	0	0
LIN9_wgs_alt	DNA	2	0	0
LIN9_wgs_alt	DNA	3	0	0
LIN9_wgs_alt	DNA	4	0	0
LIN9_wgs_alt	Post	1	0	0
LIN9_wgs_alt	Post	2	0	0
LIN9_wgs_alt	Post	3	0	0
LIN9_wgs_alt	Post	4	0	0
LIN9_wgs_alt	Post	5	0	0
LIN9_wgs_alt	Post	6	0	0
LIN9_wgs_alt	Pre	1	0	0
LIN9_wgs_alt	Pre	2	0	0
LIN9_wgs_alt	Pre	3	0	0
LIN9_wgs_alt	Pre	4	0	0
LIN9_wgs_alt	Pre	5	0	0
LIN9_wgs_alt	Pre	6	0	0
LIN9_wgs_ref	DNA	1	9	1.3225120499216
LIN9_wgs_ref	DNA	2	18	2.46302789871701
LIN9_wgs_ref	DNA	3	30	3.81885345035319
LIN9_wgs_ref	DNA	4	22	2.77618953096404
LIN9_wgs_ref	Post	1	0	0
LIN9_wgs_ref	Post	2	1	0.100927534131421
LIN9_wgs_ref	Post	3	0	0
LIN9_wgs_ref	Post	4	1	0.105697675475581
LIN9_wgs_ref	Post	5	5	0.476149391300141
LIN9_wgs_ref	Post	6	0	0
LIN9_wgs_ref	Pre	1	11	1.39492192621979
LIN9_wgs_ref	Pre	2	12	1.37730438805735
LIN9_wgs_ref	Pre	3	8	0.818950598750138
LIN9_wgs_ref	Pre	4	7	0.743954071251457
LIN9_wgs_ref	Pre	5	14	1.79078948361434
LIN9_wgs_ref	Pre	6	15	1.62416040381392
LMBRD2_wgs_alt	DNA	1	74	10.873987966022
LMBRD2_wgs_alt	DNA	2	81	11.0836255442265
LMBRD2_wgs_alt	DNA	3	94	11.9657408111067
LMBRD2_wgs_alt	DNA	4	84	10.5999963909536
LMBRD2_wgs_alt	Post	1	35	3.86788712135043
LMBRD2_wgs_alt	Post	2	26	2.62411588741695
LMBRD2_wgs_alt	Post	3	61	6.58709243040494
LMBRD2_wgs_alt	Post	4	23	2.43104653593837
LMBRD2_wgs_alt	Post	5	29	2.76166646954082
LMBRD2_wgs_alt	Post	6	15	1.55895597342042
LMBRD2_wgs_alt	Pre	1	80	10.1448867361439
LMBRD2_wgs_alt	Pre	2	73	8.37860169401553
LMBRD2_wgs_alt	Pre	3	91	9.31556306078282
LMBRD2_wgs_alt	Pre	4	108	11.4781485278796
LMBRD2_wgs_alt	Pre	5	100	12.7913534543881
LMBRD2_wgs_alt	Pre	6	110	11.9105096279687
LMBRD2_wgs_ref	DNA	1	171	25.1277289485103
LMBRD2_wgs_ref	DNA	2	187	25.5881231700045
LMBRD2_wgs_ref	DNA	3	167	21.2582842069661
LMBRD2_wgs_ref	DNA	4	145	18.2976128177175
LMBRD2_wgs_ref	Post	1	44	4.86248666684054
LMBRD2_wgs_ref	Post	2	59	5.95472451375385
LMBRD2_wgs_ref	Post	3	46	4.96731560325618
LMBRD2_wgs_ref	Post	4	50	5.28488377377907
LMBRD2_wgs_ref	Post	5	61	5.80902257386172
LMBRD2_wgs_ref	Post	6	52	5.40438070785747
LMBRD2_wgs_ref	Pre	1	88	11.1593754097583
LMBRD2_wgs_ref	Pre	2	153	17.5606309477312
LMBRD2_wgs_ref	Pre	3	184	18.8358637712532
LMBRD2_wgs_ref	Pre	4	207	21.999784678436
LMBRD2_wgs_ref	Pre	5	138	17.6520677670556
LMBRD2_wgs_ref	Pre	6	152	16.4581587586477
LMX1B_wgs_alt	DNA	1	1793	263.473789501047
LMX1B_wgs_alt	DNA	2	1946	266.280682827961
LMX1B_wgs_alt	DNA	3	2042	259.93662485404
LMX1B_wgs_alt	DNA	4	2075	261.845148943199
LMX1B_wgs_alt	Post	1	638	70.5060566691878
LMX1B_wgs_alt	Post	2	705	71.1539115626519
LMX1B_wgs_alt	Post	3	781	84.3363801335452
LMX1B_wgs_alt	Post	4	774	81.8100008181
LMX1B_wgs_alt	Post	5	678	64.5658574602992
LMX1B_wgs_alt	Post	6	678	70.4648099986032
LMX1B_wgs_alt	Pre	1	1521	192.879659070936
LMX1B_wgs_alt	Pre	2	1724	197.872730417572
LMX1B_wgs_alt	Pre	3	1842	188.563375362219
LMX1B_wgs_alt	Pre	4	2047	217.553426264533
LMX1B_wgs_alt	Pre	5	1749	223.720771917249
LMX1B_wgs_alt	Pre	6	1985	214.930560104709
LMX1B_wgs_ref	DNA	1	1850	271.849699150551
LMX1B_wgs_ref	DNA	2	1803	246.713294521487
LMX1B_wgs_ref	DNA	3	2225	283.231630901195
LMX1B_wgs_ref	DNA	4	2094	264.242767174486
LMX1B_wgs_ref	Post	1	614	67.8537912145475
LMX1B_wgs_ref	Post	2	793	80.035534566217
LMX1B_wgs_ref	Post	3	762	82.2846628191568
LMX1B_wgs_ref	Post	4	748	79.0618612557349
LMX1B_wgs_ref	Post	5	703	66.9466044167999
LMX1B_wgs_ref	Post	6	645	67.0351068570782
LMX1B_wgs_ref	Pre	1	1401	177.66232896672
LMX1B_wgs_ref	Pre	2	1637	187.887273604157
LMX1B_wgs_ref	Pre	3	1846	188.972850661594
LMX1B_wgs_ref	Pre	4	1950	207.244348420049
LMX1B_wgs_ref	Pre	5	1656	211.824813204668
LMX1B_wgs_ref	Pre	6	1879	203.453159917757
LONP2_wgs_alt	DNA	1	11261	1654.75646601857
LONP2_wgs_alt	DNA	2	11785	1612.59909924333
LONP2_wgs_alt	DNA	3	12499	1591.06164253215
LONP2_wgs_alt	DNA	4	12432	1568.79946586113
LONP2_wgs_alt	Post	1	8518	941.333214276084
LONP2_wgs_alt	Post	2	9241	932.671342908463
LONP2_wgs_alt	Post	3	8913	962.47139069179
LONP2_wgs_alt	Post	4	9294	982.354195870054
LONP2_wgs_alt	Post	5	9397	894.875166009485
LONP2_wgs_alt	Post	6	8009	832.378559408279
LONP2_wgs_alt	Pre	1	10050	1274.45139622808
LONP2_wgs_alt	Pre	2	13182	1512.968870281
LONP2_wgs_alt	Pre	3	14104	1443.80990559649
LONP2_wgs_alt	Pre	4	13988	1486.63279266648
LONP2_wgs_alt	Pre	5	11791	1508.22848580691
LONP2_wgs_alt	Pre	6	13258	1435.541242251
LONP2_wgs_ref	DNA	1	8666	1273.43215829117
LONP2_wgs_ref	DNA	2	9178	1255.87055857915
LONP2_wgs_ref	DNA	3	9649	1228.2705647486
LONP2_wgs_ref	DNA	4	9917	1251.43052629865
LONP2_wgs_ref	Post	1	7502	829.053976696312
LONP2_wgs_ref	Post	2	8265	834.166069596196
LONP2_wgs_ref	Post	3	7222	779.868549711221
LONP2_wgs_ref	Post	4	8306	877.924892500179
LONP2_wgs_ref	Post	5	7638	727.365810150096
LONP2_wgs_ref	Post	6	7242	752.663943967381
LONP2_wgs_ref	Pre	1	7255	920.014415884052
LONP2_wgs_ref	Pre	2	9827	1127.8975184533
LONP2_wgs_ref	Pre	3	10755	1100.97671119472
LONP2_wgs_ref	Pre	4	10286	1093.1873681275
LONP2_wgs_ref	Pre	5	8861	1133.44182959333
LONP2_wgs_ref	Pre	6	10847	1174.48452667797
LONP2_wgs_shuf	DNA	1	3	0.440837349973866
LONP2_wgs_shuf	DNA	2	0	0
LONP2_wgs_shuf	DNA	3	5	0.636475575058864
LONP2_wgs_shuf	DNA	4	4	0.504761732902553
LONP2_wgs_shuf	Post	1	1	0.110511060610012
LONP2_wgs_shuf	Post	2	0	0
LONP2_wgs_shuf	Post	3	2	0.215970243619834
LONP2_wgs_shuf	Post	4	1	0.105697675475581
LONP2_wgs_shuf	Post	5	1	0.0952298782600282
LONP2_wgs_shuf	Post	6	1	0.103930398228028
LONP2_wgs_shuf	Pre	1	0	0
LONP2_wgs_shuf	Pre	2	1	0.114775365671446
LONP2_wgs_shuf	Pre	3	3	0.307106474531302
LONP2_wgs_shuf	Pre	4	2	0.212558306071845
LONP2_wgs_shuf	Pre	5	1	0.127913534543881
LONP2_wgs_shuf	Pre	6	0	0
LPGAT1_wgs_alt	DNA	1	4736	695.935229825409
LPGAT1_wgs_alt	DNA	2	5005	684.858590726591
LPGAT1_wgs_alt	DNA	3	5004	636.984755518912
LPGAT1_wgs_alt	DNA	4	5286	667.042630030724
LPGAT1_wgs_alt	Post	1	3366	371.980230013301
LPGAT1_wgs_alt	Post	2	3452	348.401847821666
LPGAT1_wgs_alt	Post	3	3457	373.304566096883
LPGAT1_wgs_alt	Post	4	3621	382.73128289708
LPGAT1_wgs_alt	Post	5	3794	361.302158118547
LPGAT1_wgs_alt	Post	6	3836	398.677007602716
LPGAT1_wgs_alt	Pre	1	4091	518.78414546956
LPGAT1_wgs_alt	Pre	2	4933	566.186878857241
LPGAT1_wgs_alt	Pre	3	5544	567.532764933846
LPGAT1_wgs_alt	Pre	4	5457	579.965338117029
LPGAT1_wgs_alt	Pre	5	4868	622.683086159615
LPGAT1_wgs_alt	Pre	6	5508	596.391700280471
LPGAT1_wgs_ref	DNA	1	3818	561.039000733406
LPGAT1_wgs_ref	DNA	2	4064	556.096965576996
LPGAT1_wgs_ref	DNA	3	4151	528.402022413869
LPGAT1_wgs_ref	DNA	4	4322	545.395052401208
LPGAT1_wgs_ref	Post	1	3584	396.071641226284
LPGAT1_wgs_ref	Post	2	3458	349.007413026454
LPGAT1_wgs_ref	Post	3	3781	408.291745563296
LPGAT1_wgs_ref	Post	4	3769	398.374538867466
LPGAT1_wgs_ref	Post	5	4000	380.919513040113
LPGAT1_wgs_ref	Post	6	3806	395.559095655876
LPGAT1_wgs_ref	Pre	1	2856	362.172456480338
LPGAT1_wgs_ref	Pre	2	3806	436.835041745522
LPGAT1_wgs_ref	Pre	3	4050	414.593740617257
LPGAT1_wgs_ref	Pre	4	4102	435.957085753354
LPGAT1_wgs_ref	Pre	5	3120	399.09022777691
LPGAT1_wgs_ref	Pre	6	3579	387.524672350001
LPGAT1_wgs_shuf	DNA	1	10221	1501.93285136096
LPGAT1_wgs_shuf	DNA	2	11523	1576.74835982867
LPGAT1_wgs_shuf	DNA	3	12270	1561.91106119445
LPGAT1_wgs_shuf	DNA	4	12058	1521.60424383475
LPGAT1_wgs_shuf	Post	1	11706	1293.6424755008
LPGAT1_wgs_shuf	Post	2	12129	1224.15006148001
LPGAT1_wgs_shuf	Post	3	11393	1230.27449278038
LPGAT1_wgs_shuf	Post	4	11191	1182.86268624723
LPGAT1_wgs_shuf	Post	5	12880	1226.56083198916
LPGAT1_wgs_shuf	Post	6	11347	1179.29822869344
LPGAT1_wgs_shuf	Pre	1	10651	1350.66485783336
LPGAT1_wgs_shuf	Pre	2	13060	1498.96627566908
LPGAT1_wgs_shuf	Pre	3	14424	1476.5679295465
LPGAT1_wgs_shuf	Pre	4	13541	1439.12601125943
LPGAT1_wgs_shuf	Pre	5	12497	1598.53544119489
LPGAT1_wgs_shuf	Pre	6	14744	1596.44139958883
LPXN_wgs_alt	DNA	1	442	64.9500362294829
LPXN_wgs_alt	DNA	2	565	77.3117090430617
LPXN_wgs_alt	DNA	3	577	73.449281361793
LPXN_wgs_alt	DNA	4	577	72.8118799711933
LPXN_wgs_alt	Post	1	211	23.3178337887126
LPXN_wgs_alt	Post	2	228	23.011477781964
LPXN_wgs_alt	Post	3	223	24.0806821636115
LPXN_wgs_alt	Post	4	214	22.6193025517744
LPXN_wgs_alt	Post	5	214	20.379193947646
LPXN_wgs_alt	Post	6	223	23.1764788048503
LPXN_wgs_alt	Pre	1	490	62.1374312588815
LPXN_wgs_alt	Pre	2	440	50.5011608954361
LPXN_wgs_alt	Pre	3	606	62.035507855323
LPXN_wgs_alt	Pre	4	715	75.9895944206846
LPXN_wgs_alt	Pre	5	459	58.7123123556416
LPXN_wgs_alt	Pre	6	609	65.9409123948451
LPXN_wgs_ref	DNA	1	184	27.0380241317304
LPXN_wgs_ref	DNA	2	169	23.1250952712875
LPXN_wgs_ref	DNA	3	215	27.3684497275312
LPXN_wgs_ref	DNA	4	207	26.1214196777071
LPXN_wgs_ref	Post	1	53	5.85708621233065
LPXN_wgs_ref	Post	2	79	7.97327519638227
LPXN_wgs_ref	Post	3	55	5.93918169954544
LPXN_wgs_ref	Post	4	69	7.29313960781512
LPXN_wgs_ref	Post	5	107	10.189596973823
LPXN_wgs_ref	Post	6	127	13.1991605749596
LPXN_wgs_ref	Pre	1	119	15.0905190200141
LPXN_wgs_ref	Pre	2	186	21.3482180148889
LPXN_wgs_ref	Pre	3	267	27.3324762332859
LPXN_wgs_ref	Pre	4	256	27.2074631771962
LPXN_wgs_ref	Pre	5	192	24.5593986324252
LPXN_wgs_ref	Pre	6	303	32.8080401570412
LPXN_wgs_shuf	DNA	1	262	38.4997952310509
LPXN_wgs_shuf	DNA	2	292	39.9557859125204
LPXN_wgs_shuf	DNA	3	304	38.697714963579
LPXN_wgs_shuf	DNA	4	282	35.58570216963
LPXN_wgs_shuf	Post	1	97	10.7195728791712
LPXN_wgs_shuf	Post	2	127	12.8177968346905
LPXN_wgs_shuf	Post	3	156	16.8456790023471
LPXN_wgs_shuf	Post	4	153	16.171744347764
LPXN_wgs_shuf	Post	5	112	10.6657463651232
LPXN_wgs_shuf	Post	6	110	11.4323438050831
LPXN_wgs_shuf	Pre	1	312	39.5650582709613
LPXN_wgs_shuf	Pre	2	175	20.085688992503
LPXN_wgs_shuf	Pre	3	352	36.0338263450061
LPXN_wgs_shuf	Pre	4	226	24.0190885861185
LPXN_wgs_shuf	Pre	5	243	31.0829888941632
LPXN_wgs_shuf	Pre	6	288	31.1838797532272
LRCH1_wgs_alt	DNA	1	595	87.43274107815
LRCH1_wgs_alt	DNA	2	538	73.6171671949862
LRCH1_wgs_alt	DNA	3	518	65.9388695760984
LRCH1_wgs_alt	DNA	4	494	62.3380740134653
LRCH1_wgs_alt	Post	1	241	26.6331656070129
LRCH1_wgs_alt	Post	2	324	32.7005210585805
LRCH1_wgs_alt	Post	3	192	20.7331433875041
LRCH1_wgs_alt	Post	4	330	34.8802329069419
LRCH1_wgs_alt	Post	5	421	40.0917787474719
LRCH1_wgs_alt	Post	6	288	29.9319546896721
LRCH1_wgs_alt	Pre	1	440	55.7968770487916
LRCH1_wgs_alt	Pre	2	638	73.2266832983823
LRCH1_wgs_alt	Pre	3	704	72.0676526900121
LRCH1_wgs_alt	Pre	4	654	69.5065660854933
LRCH1_wgs_alt	Pre	5	662	84.6787598680495
LRCH1_wgs_alt	Pre	6	861	93.2268071789189
LRCH1_wgs_ref	DNA	1	191	28.0666446150028
LRCH1_wgs_ref	DNA	2	296	40.5031254455686
LRCH1_wgs_ref	DNA	3	257	32.7148445580256
LRCH1_wgs_ref	DNA	4	221	27.8880857428661
LRCH1_wgs_ref	Post	1	91	10.0565065155111
LRCH1_wgs_ref	Post	2	75	7.56956505985659
LRCH1_wgs_ref	Post	3	141	15.2259021751983
LRCH1_wgs_ref	Post	4	104	10.9925582494605
LRCH1_wgs_ref	Post	5	109	10.3800567303431
LRCH1_wgs_ref	Post	6	119	12.3677173891354
LRCH1_wgs_ref	Pre	1	169	21.431073230104
LRCH1_wgs_ref	Pre	2	234	26.8574355671183
LRCH1_wgs_ref	Pre	3	254	26.0016815103169
LRCH1_wgs_ref	Pre	4	313	33.2653749002437
LRCH1_wgs_ref	Pre	5	239	30.5713347559877
LRCH1_wgs_ref	Pre	6	366	39.6295138530596
LRCH1_wgs_shuf	DNA	1	2760	405.570361975956
LRCH1_wgs_shuf	DNA	2	2827	386.832214981833
LRCH1_wgs_shuf	DNA	3	2838	361.263536403411
LRCH1_wgs_shuf	DNA	4	3168	399.771292458822
LRCH1_wgs_shuf	Post	1	1081	119.462456519423
LRCH1_wgs_shuf	Post	2	870	87.8069546943364
LRCH1_wgs_shuf	Post	3	1131	122.131172767016
LRCH1_wgs_shuf	Post	4	1210	127.894187325454
LRCH1_wgs_shuf	Post	5	1400	133.32182956404
LRCH1_wgs_shuf	Post	6	1088	113.076273272095
LRCH1_wgs_shuf	Pre	1	5384	682.750877342486
LRCH1_wgs_shuf	Pre	2	5051	579.730372006472
LRCH1_wgs_shuf	Pre	3	7072	723.952329295122
LRCH1_wgs_shuf	Pre	4	6935	737.045926304122
LRCH1_wgs_shuf	Pre	5	6430	822.484027117158
LRCH1_wgs_shuf	Pre	6	7690	832.652900355269
LRP2BP_wgs_alt	DNA	1	132	19.3968433988501
LRP2BP_wgs_alt	DNA	2	130	17.7885348240673
LRP2BP_wgs_alt	DNA	3	150	19.0942672517659
LRP2BP_wgs_alt	DNA	4	205	25.8690388112558
LRP2BP_wgs_alt	Post	1	46	5.08350878806056
LRP2BP_wgs_alt	Post	2	84	8.47791286703938
LRP2BP_wgs_alt	Post	3	76	8.2068692575537
LRP2BP_wgs_alt	Post	4	56	5.91906982663256
LRP2BP_wgs_alt	Post	5	71	6.761321356462
LRP2BP_wgs_alt	Post	6	50	5.19651991140141
LRP2BP_wgs_alt	Pre	1	153	19.4020958828753
LRP2BP_wgs_alt	Pre	2	220	25.250580447718
LRP2BP_wgs_alt	Pre	3	245	25.080362086723
LRP2BP_wgs_alt	Pre	4	225	23.9128094330826
LRP2BP_wgs_alt	Pre	5	223	28.5247182032856
LRP2BP_wgs_alt	Pre	6	252	27.2858947840738
LRP2BP_wgs_ref	DNA	1	595	87.43274107815
LRP2BP_wgs_ref	DNA	2	730	99.8894647813009
LRP2BP_wgs_ref	DNA	3	636	80.9596931474876
LRP2BP_wgs_ref	DNA	4	746	94.1380631863261
LRP2BP_wgs_ref	Post	1	426	47.0777118198652
LRP2BP_wgs_ref	Post	2	341	34.4162891388146
LRP2BP_wgs_ref	Post	3	469	50.6450221288511
LRP2BP_wgs_ref	Post	4	456	48.1981400168651
LRP2BP_wgs_ref	Post	5	422	40.1870086257319
LRP2BP_wgs_ref	Post	6	520	54.0438070785747
LRP2BP_wgs_ref	Pre	1	377	47.8077787440782
LRP2BP_wgs_ref	Pre	2	374	42.9259867611207
LRP2BP_wgs_ref	Pre	3	488	49.9559865237584
LRP2BP_wgs_ref	Pre	4	338	35.9223537261418
LRP2BP_wgs_ref	Pre	5	364	46.5605265739729
LRP2BP_wgs_ref	Pre	6	529	57.2787235745042
LRRC15_wgs_alt	DNA	1	23446	3445.29083582908
LRRC15_wgs_alt	DNA	2	24581	3363.5382654646
LRRC15_wgs_alt	DNA	3	26697	3398.3976854693
LRRC15_wgs_alt	DNA	4	26033	3285.11554816304
LRRC15_wgs_alt	Post	1	27564	3046.12687465438
LRRC15_wgs_alt	Post	2	30540	3082.3268923736
LRRC15_wgs_alt	Post	3	28830	3113.21106177991
LRRC15_wgs_alt	Post	4	29930	3163.53142698415
LRRC15_wgs_alt	Post	5	31376	2987.93266028665
LRRC15_wgs_alt	Post	6	27397	2847.38112025329
LRRC15_wgs_alt	Pre	1	17030	2159.59276395664
LRRC15_wgs_alt	Pre	2	21857	2508.64516748079
LRRC15_wgs_alt	Pre	3	23757	2431.97617181338
LRRC15_wgs_alt	Pre	4	22190	2358.33440586712
LRRC15_wgs_alt	Pre	5	18920	2420.12407357024
LRRC15_wgs_alt	Pre	6	22553	2441.97930581435
LRRC15_wgs_ref	DNA	1	22824	3353.89055860117
