Element	Fraction	BiolRep	Counts	CPM
9-Sep_wgs_alt	DNA	1	4493	660.227404477526
9-Sep_wgs_alt	DNA	2	4540	621.230370009734
9-Sep_wgs_alt	DNA	3	5158	656.588203230725
9-Sep_wgs_alt	DNA	4	5155	650.511683278165
9-Sep_wgs_alt	Post	1	6746	745.507614875142
9-Sep_wgs_alt	Post	2	7528	759.782476941339
9-Sep_wgs_alt	Post	3	7275	785.591761167146
9-Sep_wgs_alt	Post	4	7317	773.389891454829
9-Sep_wgs_alt	Post	5	7415	706.129547298109
9-Sep_wgs_alt	Post	6	6981	725.538110029865
9-Sep_wgs_alt	Pre	1	3322	421.266421718376
9-Sep_wgs_alt	Pre	2	4546	521.768812342392
9-Sep_wgs_alt	Pre	3	4477	458.305228825546
9-Sep_wgs_alt	Pre	4	4595	488.352708200064
9-Sep_wgs_alt	Pre	5	3731	477.245397383222
9-Sep_wgs_alt	Pre	6	4567	494.502704281211
9-Sep_wgs_ref	DNA	1	5359	787.482452836649
9-Sep_wgs_ref	DNA	2	5263	720.161990608201
9-Sep_wgs_ref	DNA	3	6148	782.61036709238
9-Sep_wgs_ref	DNA	4	5947	750.454506392871
9-Sep_wgs_ref	Post	1	7374	814.90856093823
9-Sep_wgs_ref	Post	2	8125	820.036214817797
9-Sep_wgs_ref	Post	3	7489	808.700577234469
9-Sep_wgs_ref	Post	4	8477	895.999195006504
9-Sep_wgs_ref	Post	5	8581	817.167585349302
9-Sep_wgs_ref	Post	6	7935	824.687709939405
9-Sep_wgs_ref	Pre	1	3923	497.479883323658
9-Sep_wgs_ref	Pre	2	4750	545.182986939367
9-Sep_wgs_ref	Pre	3	5741	587.699423428068
9-Sep_wgs_ref	Pre	4	5038	535.434372994977
9-Sep_wgs_ref	Pre	5	4628	591.983837869083
9-Sep_wgs_ref	Pre	6	5261	569.647192297668
ABCB5_wgs_alt	DNA	1	1107	162.668982140356
ABCB5_wgs_alt	DNA	2	1292	176.790669174576
ABCB5_wgs_alt	DNA	3	1317	167.647666470505
ABCB5_wgs_alt	DNA	4	1114	140.576142613361
ABCB5_wgs_alt	Post	1	1165	128.745385610664
ABCB5_wgs_alt	Post	2	1377	138.977214498967
ABCB5_wgs_alt	Post	3	1163	125.586696664934
ABCB5_wgs_alt	Post	4	1300	137.406978118256
ABCB5_wgs_alt	Post	5	1229	117.037520381575
ABCB5_wgs_alt	Post	6	1127	117.129558802988
ABCB5_wgs_alt	Pre	1	1079	136.829159853741
ABCB5_wgs_alt	Pre	2	1610	184.788338731028
ABCB5_wgs_alt	Pre	3	1410	144.340043029712
ABCB5_wgs_alt	Pre	4	1401	148.897093403327
ABCB5_wgs_alt	Pre	5	1248	159.636091110764
ABCB5_wgs_alt	Pre	6	1402	151.804859076474
ABCB5_wgs_ref	DNA	1	1281	188.237548438841
ABCB5_wgs_ref	DNA	2	1464	200.32626909565
ABCB5_wgs_ref	DNA	3	1433	182.413899811871
ABCB5_wgs_ref	DNA	4	1295	163.416611027202
ABCB5_wgs_ref	Post	1	1412	156.041617581337
ABCB5_wgs_ref	Post	2	1234	124.544577118174
ABCB5_wgs_ref	Post	3	1323	142.86431615452
ABCB5_wgs_ref	Post	4	1413	149.350815446997
ABCB5_wgs_ref	Post	5	1363	129.798324068419
ABCB5_wgs_ref	Post	6	1226	127.418668227563
ABCB5_wgs_ref	Pre	1	1360	172.463074514447
ABCB5_wgs_ref	Pre	2	1626	186.624744581771
ABCB5_wgs_ref	Pre	3	1415	144.851887153931
ABCB5_wgs_ref	Pre	4	1375	146.133835424393
ABCB5_wgs_ref	Pre	5	1213	155.159117401728
ABCB5_wgs_ref	Pre	6	1252	135.563255038335
ABHD2_ssc_alt	DNA	1	5513	810.112103468641
ABHD2_ssc_alt	DNA	2	5981	818.409436790357
ABHD2_ssc_alt	DNA	3	6357	809.21504612984
ABHD2_ssc_alt	DNA	4	6251	788.816398093465
ABHD2_ssc_alt	Post	1	8859	979.017485944098
ABHD2_ssc_alt	Post	2	9875	996.659399547784
ABHD2_ssc_alt	Post	3	9805	1058.79411934624
ABHD2_ssc_alt	Post	4	9840	1040.06512667972
ABHD2_ssc_alt	Post	5	10742	1022.95935226922
ABHD2_ssc_alt	Post	6	9361	972.892457812573
ABHD2_ssc_alt	Pre	1	6067	769.362847852315
ABHD2_ssc_alt	Pre	2	7192	825.464429909037
ABHD2_ssc_alt	Pre	3	8469	866.961577601865
ABHD2_ssc_alt	Pre	4	7461	792.948760801018
ABHD2_ssc_alt	Pre	5	6585	842.310624971459
ABHD2_ssc_alt	Pre	6	7687	832.328068274506
ABHD2_ssc_ref	DNA	1	5042	740.900639522744
ABHD2_ssc_ref	DNA	2	5314	727.140569654566
ABHD2_ssc_ref	DNA	3	6096	775.991021111768
ABHD2_ssc_ref	DNA	4	6314	796.76639538668
ABHD2_ssc_ref	Post	1	8529	942.548835942794
ABHD2_ssc_ref	Post	2	10075	1016.84490637407
ABHD2_ssc_ref	Post	3	9682	1045.51194936362
ABHD2_ssc_ref	Post	4	9050	956.563963054012
ABHD2_ssc_ref	Post	5	10524	1002.19923880854
ABHD2_ssc_ref	Post	6	9365	973.308179405485
ABHD2_ssc_ref	Pre	1	5878	745.395552938175
ABHD2_ssc_ref	Pre	2	7276	835.105560625438
ABHD2_ssc_ref	Pre	3	7771	795.508137860916
ABHD2_ssc_ref	Pre	4	7505	797.625043534598
ABHD2_ssc_ref	Pre	5	6200	793.063914172065
ABHD2_ssc_ref	Pre	6	7607	823.665879454165
ABHD2_ssc_shuf	DNA	1	4005	588.517862215111
ABHD2_ssc_shuf	DNA	2	4468	611.378258414866
ABHD2_ssc_shuf	DNA	3	4738	603.12425492578
ABHD2_ssc_shuf	DNA	4	4763	601.045033453715
ABHD2_ssc_shuf	Post	1	4838	534.652511231239
ABHD2_ssc_shuf	Post	2	5257	530.576046928881
ABHD2_ssc_shuf	Post	3	4958	535.390233933569
ABHD2_ssc_shuf	Post	4	5594	591.272796610403
ABHD2_ssc_shuf	Post	5	5135	489.005424865245
ABHD2_ssc_shuf	Post	6	4718	490.343618839837
ABHD2_ssc_shuf	Pre	1	3104	393.621605362384
ABHD2_ssc_shuf	Pre	2	4435	509.028746752861
ABHD2_ssc_shuf	Pre	3	4380	448.375452815701
ABHD2_ssc_shuf	Pre	4	4038	429.155219959055
ABHD2_ssc_shuf	Pre	5	3954	505.770115586507
ABHD2_ssc_shuf	Pre	6	4120	446.102724247556
ABL2_wgs_alt	DNA	1	766	112.56047002666
ABL2_wgs_alt	DNA	2	790	108.099557777024
ABL2_wgs_alt	DNA	3	904	115.074783970643
ABL2_wgs_alt	DNA	4	1007	127.073766258218
ABL2_wgs_alt	Post	1	295	32.6007628799536
ABL2_wgs_alt	Post	2	254	25.635593669381
ABL2_wgs_alt	Post	3	322	34.7712092227933
ABL2_wgs_alt	Post	4	282	29.806744484114
ABL2_wgs_alt	Post	5	297	28.2832738432284
ABL2_wgs_alt	Post	6	341	35.4402657957576
ABL2_wgs_alt	Pre	1	592	75.072161847465
ABL2_wgs_alt	Pre	2	775	88.9509083953704
ABL2_wgs_alt	Pre	3	841	86.0921816936083
ABL2_wgs_alt	Pre	4	936	99.4772872416234
ABL2_wgs_alt	Pre	5	694	88.7719929734537
ABL2_wgs_alt	Pre	6	948	102.64693752104
ABL2_wgs_ref	DNA	1	216	31.7402891981183
ABL2_wgs_ref	DNA	2	348	47.6185393751955
ABL2_wgs_ref	DNA	3	343	43.6622244490381
ABL2_wgs_ref	DNA	4	267	33.6928456712454
ABL2_wgs_ref	Post	1	119	13.1508162125915
ABL2_wgs_ref	Post	2	123	12.4140866981648
ABL2_wgs_ref	Post	3	135	14.5779914443388
ABL2_wgs_ref	Post	4	151	15.9603489968128
ABL2_wgs_ref	Post	5	134	12.7608036868438
ABL2_wgs_ref	Post	6	117	12.1598565926793
ABL2_wgs_ref	Pre	1	221	28.0252496085976
ABL2_wgs_ref	Pre	2	268	30.7597979999474
ABL2_wgs_ref	Pre	3	300	30.7106474531302
ABL2_wgs_ref	Pre	4	409	43.4681735916923
ABL2_wgs_ref	Pre	5	314	40.1648498467788
ABL2_wgs_ref	Pre	6	445	48.1834253131463
AC010536.1_wgs_alt	DNA	1	10165	1493.70388749478
AC010536.1_wgs_alt	DNA	2	10825	1481.23761131176
AC010536.1_wgs_alt	DNA	3	11512	1465.42136401553
AC010536.1_wgs_alt	DNA	4	11619	1466.20664364869
AC010536.1_wgs_alt	Post	1	9936	1098.03789822108
AC010536.1_wgs_alt	Post	2	10176	1027.03858732134
AC010536.1_wgs_alt	Post	3	9553	1031.58186865014
AC010536.1_wgs_alt	Post	4	10222	1080.44163871139
AC010536.1_wgs_alt	Post	5	11355	1081.33526764262
AC010536.1_wgs_alt	Post	6	10224	1062.58439148336
AC010536.1_wgs_alt	Pre	1	10205	1294.10711427936
AC010536.1_wgs_alt	Pre	2	12454	1429.41240407218
AC010536.1_wgs_alt	Pre	3	13864	1419.24138763399
AC010536.1_wgs_alt	Pre	4	14170	1505.97559851902
AC010536.1_wgs_alt	Pre	5	12162	1555.68440712269
AC010536.1_wgs_alt	Pre	6	13456	1456.98015958134
AC010536.1_wgs_ref	DNA	1	5687	835.680669767125
AC010536.1_wgs_ref	DNA	2	5576	762.991309069225
AC010536.1_wgs_ref	DNA	3	6272	798.39496135384
AC010536.1_wgs_ref	DNA	4	6116	771.780689608003
AC010536.1_wgs_ref	Post	1	4942	546.14566153468
AC010536.1_wgs_ref	Post	2	5315	536.429843908504
AC010536.1_wgs_ref	Post	3	4952	534.742323202709
AC010536.1_wgs_ref	Post	4	5258	555.758377650607
AC010536.1_wgs_ref	Post	5	5750	547.571799995162
AC010536.1_wgs_ref	Post	6	5583	580.243413307082
AC010536.1_wgs_ref	Pre	1	5254	666.265436396252
AC010536.1_wgs_ref	Pre	2	6819	782.653218513588
AC010536.1_wgs_ref	Pre	3	7084	725.180755193247
AC010536.1_wgs_ref	Pre	4	7623	810.165983592837
AC010536.1_wgs_ref	Pre	5	6083	778.098030630431
AC010536.1_wgs_ref	Pre	6	6858	742.566136623723
AC010536.1_wgs_shuf	DNA	1	7553	1109.88150145087
AC010536.1_wgs_shuf	DNA	2	8286	1133.8138427094
AC010536.1_wgs_shuf	DNA	3	8751	1113.95955146802
AC010536.1_wgs_shuf	DNA	4	8644	1090.79010480242
AC010536.1_wgs_shuf	Post	1	5270	582.393289414764
AC010536.1_wgs_shuf	Post	2	5477	552.780104437794
AC010536.1_wgs_shuf	Post	3	5128	553.747704641255
AC010536.1_wgs_shuf	Post	4	5406	571.401633620993
AC010536.1_wgs_shuf	Post	5	4805	457.579565039436
AC010536.1_wgs_shuf	Post	6	4439	461.347037734218
AC010536.1_wgs_shuf	Pre	1	3204	406.302713782564
AC010536.1_wgs_shuf	Pre	2	4500	516.489145521505
AC010536.1_wgs_shuf	Pre	3	4514	462.092875344765
AC010536.1_wgs_shuf	Pre	4	4017	426.923357745301
AC010536.1_wgs_shuf	Pre	5	3543	453.197652888972
AC010536.1_wgs_shuf	Pre	6	4170	451.516592260269
AC010547.9_wgs_alt	DNA	1	2788	409.684843909046
AC010547.9_wgs_alt	DNA	2	3292	450.460435698689
AC010547.9_wgs_alt	DNA	3	3236	411.926992178097
AC010547.9_wgs_alt	DNA	4	3124	394.218913396894
AC010547.9_wgs_alt	Post	1	3190	352.530283345939
AC010547.9_wgs_alt	Post	2	3388	341.942485637255
AC010547.9_wgs_alt	Post	3	3120	336.913580046941
AC010547.9_wgs_alt	Post	4	3281	346.794073235383
AC010547.9_wgs_alt	Post	5	3129	297.974289075628
AC010547.9_wgs_alt	Post	6	2838	294.954470171144
AC010547.9_wgs_alt	Pre	1	2006	254.383034908809
AC010547.9_wgs_alt	Pre	2	2501	287.053189544286
AC010547.9_wgs_alt	Pre	3	2381	243.74017195301
AC010547.9_wgs_alt	Pre	4	2548	270.79928193553
AC010547.9_wgs_alt	Pre	5	2150	275.014099269345
AC010547.9_wgs_alt	Pre	6	2835	306.966316320831
AC010547.9_wgs_ref	DNA	1	2444	359.135494445376
AC010547.9_wgs_ref	DNA	2	2884	394.63180332777
AC010547.9_wgs_ref	DNA	3	2809	357.57197806807
AC010547.9_wgs_ref	DNA	4	2771	349.673690468244
AC010547.9_wgs_ref	Post	1	2698	298.158841525813
AC010547.9_wgs_ref	Post	2	2909	293.598196788304
AC010547.9_wgs_ref	Post	3	2714	293.071620592115
AC010547.9_wgs_ref	Post	4	2920	308.637212388698
AC010547.9_wgs_ref	Post	5	2663	253.597165806455
AC010547.9_wgs_ref	Post	6	2398	249.225094950812
AC010547.9_wgs_ref	Pre	1	1554	197.064424849596
AC010547.9_wgs_ref	Pre	2	2027	232.64966621602
AC010547.9_wgs_ref	Pre	3	2150	220.0929734141
AC010547.9_wgs_ref	Pre	4	2225	236.471115504927
AC010547.9_wgs_ref	Pre	5	1820	232.802632869864
AC010547.9_wgs_ref	Pre	6	2018	218.503712993099
ACAD11_ssc_alt	DNA	1	781	114.76465677653
ACAD11_ssc_alt	DNA	2	1092	149.423692522165
ACAD11_ssc_alt	DNA	3	1070	136.205773062597
ACAD11_ssc_alt	DNA	4	1148	144.866617343033
ACAD11_ssc_alt	Post	1	1263	139.575469550445
ACAD11_ssc_alt	Post	2	1151	116.167591785266
ACAD11_ssc_alt	Post	3	1163	125.586696664934
ACAD11_ssc_alt	Post	4	1288	136.138606012549
ACAD11_ssc_alt	Post	5	1228	116.942290503315
ACAD11_ssc_alt	Post	6	1161	120.663192342741
ACAD11_ssc_alt	Pre	1	782	99.1662678458069
ACAD11_ssc_alt	Pre	2	800	91.8202925371565
ACAD11_ssc_alt	Pre	3	945	96.7385394773601
ACAD11_ssc_alt	Pre	4	796	84.5982058165943
ACAD11_ssc_alt	Pre	5	632	80.8413538317331
ACAD11_ssc_alt	Pre	6	848	91.8192014956135
ACAD11_ssc_ref	DNA	1	219	32.1811265480922
ACAD11_ssc_ref	DNA	2	299	40.9136300953548
ACAD11_ssc_ref	DNA	3	263	33.4786152480963
ACAD11_ssc_ref	DNA	4	309	38.9928438667222
ACAD11_ssc_ref	Post	1	282	31.1641190920234
ACAD11_ssc_ref	Post	2	304	30.681970375952
ACAD11_ssc_ref	Post	3	324	34.9871794664131
ACAD11_ssc_ref	Post	4	316	33.4004654502837
ACAD11_ssc_ref	Post	5	391	37.234882399671
ACAD11_ssc_ref	Post	6	300	31.1791194684085
ACAD11_ssc_ref	Pre	1	159	20.1629623880861
ACAD11_ssc_ref	Pre	2	137	15.7242250969881
ACAD11_ssc_ref	Pre	3	221	22.6235102904726
ACAD11_ssc_ref	Pre	4	230	24.4442051982622
ACAD11_ssc_ref	Pre	5	245	31.338815963251
ACAD11_ssc_ref	Pre	6	231	25.0120702187343
ACAD11_ssc_shuf	DNA	1	3225	473.900151221906
ACAD11_ssc_shuf	DNA	2	3484	476.732733285003
ACAD11_ssc_shuf	DNA	3	3586	456.480282432218
ACAD11_ssc_shuf	DNA	4	3817	481.668883622261
ACAD11_ssc_shuf	Post	1	4710	520.507095473158
ACAD11_ssc_shuf	Post	2	5131	517.859177628322
ACAD11_ssc_shuf	Post	3	4926	531.934710035651
ACAD11_ssc_shuf	Post	4	4861	513.796400486801
ACAD11_ssc_shuf	Post	5	4962	472.53065592626
ACAD11_ssc_shuf	Post	6	4540	471.844007955248
ACAD11_ssc_shuf	Pre	1	2500	317.027710504498
ACAD11_ssc_shuf	Pre	2	3509	402.746758141103
ACAD11_ssc_shuf	Pre	3	3306	338.431334933495
ACAD11_ssc_shuf	Pre	4	3264	346.895155509251
ACAD11_ssc_shuf	Pre	5	2825	361.355735086465
ACAD11_ssc_shuf	Pre	6	3382	366.194032379912
ACBD3_wgs_alt	DNA	1	163	23.9521626819134
ACBD3_wgs_alt	DNA	2	175	23.9461045708598
ACBD3_wgs_alt	DNA	3	181	23.0404158171309
ACBD3_wgs_alt	DNA	4	228	28.7714187754455
ACBD3_wgs_alt	Post	1	50	5.52555303050061
ACBD3_wgs_alt	Post	2	46	4.64266657004537
ACBD3_wgs_alt	Post	3	28	3.02358341067768
ACBD3_wgs_alt	Post	4	29	3.06523258879186
ACBD3_wgs_alt	Post	5	80	7.61839026080226
ACBD3_wgs_alt	Post	6	68	7.06726707950592
ACBD3_wgs_alt	Pre	1	122	15.4709522726195
ACBD3_wgs_alt	Pre	2	210	24.1028267910036
ACBD3_wgs_alt	Pre	3	298	30.5059098034426
ACBD3_wgs_alt	Pre	4	243	25.8258341877292
ACBD3_wgs_alt	Pre	5	185	23.6640038906181
ACBD3_wgs_alt	Pre	6	212	22.9548003739034
ACBD3_wgs_ref	DNA	1	87	12.7842831492421
ACBD3_wgs_ref	DNA	2	114	15.5991766918744
ACBD3_wgs_ref	DNA	3	111	14.1297577663068
ACBD3_wgs_ref	DNA	4	93	11.7357102899844
ACBD3_wgs_ref	Post	1	7	0.773577424270085
ACBD3_wgs_ref	Post	2	51	5.14730424070248
ACBD3_wgs_ref	Post	3	6	0.647910730859502
ACBD3_wgs_ref	Post	4	17	1.79686048308488
ACBD3_wgs_ref	Post	5	36	3.42827561736102
ACBD3_wgs_ref	Post	6	24	2.49432955747268
ACBD3_wgs_ref	Pre	1	73	9.25720914673133
ACBD3_wgs_ref	Pre	2	80	9.18202925371565
ACBD3_wgs_ref	Pre	3	199	20.3713961439097
ACBD3_wgs_ref	Pre	4	126	13.3911732825262
ACBD3_wgs_ref	Pre	5	113	14.4542294034586
ACBD3_wgs_ref	Pre	6	125	13.5346700317827
ADAM28_wgs_alt	DNA	1	132	19.3968433988501
ADAM28_wgs_alt	DNA	2	109	14.9150022755641
ADAM28_wgs_alt	DNA	3	140	17.8213161016482
ADAM28_wgs_alt	DNA	4	165	20.8214214822303
ADAM28_wgs_alt	Post	1	35	3.86788712135043
ADAM28_wgs_alt	Post	2	69	6.96399985506806
ADAM28_wgs_alt	Post	3	45	4.85933048144627
ADAM28_wgs_alt	Post	4	46	4.86209307187674
ADAM28_wgs_alt	Post	5	27	2.57120671302076
ADAM28_wgs_alt	Post	6	66	6.85940628304987
ADAM28_wgs_alt	Pre	1	48	6.08693204168635
ADAM28_wgs_alt	Pre	2	93	10.6741090074444
ADAM28_wgs_alt	Pre	3	76	7.78003068812631
ADAM28_wgs_alt	Pre	4	104	11.0530319157359
ADAM28_wgs_alt	Pre	5	69	8.82603388352782
ADAM28_wgs_alt	Pre	6	69	7.47113785754403
ADAM28_wgs_ref	DNA	1	34	4.99615663303715
ADAM28_wgs_ref	DNA	2	62	8.48376276224747
ADAM28_wgs_ref	DNA	3	29	3.69155833534141
ADAM28_wgs_ref	DNA	4	16	2.01904693161021
ADAM28_wgs_ref	Post	1	9	0.99459954549011
ADAM28_wgs_ref	Post	2	25	2.52318835328553
ADAM28_wgs_ref	Post	3	3	0.323955365429751
ADAM28_wgs_ref	Post	4	6	0.634186052853488
ADAM28_wgs_ref	Post	5	4	0.380919513040113
ADAM28_wgs_ref	Post	6	14	1.4550255751924
ADAM28_wgs_ref	Pre	1	29	3.67752144185217
ADAM28_wgs_ref	Pre	2	6	0.688652194028674
ADAM28_wgs_ref	Pre	3	8	0.818950598750138
ADAM28_wgs_ref	Pre	4	21	2.23186221375437
ADAM28_wgs_ref	Pre	5	20	2.55827069087763
ADAM28_wgs_ref	Pre	6	10	1.08277360254261
ADARB1_wgs_alt	DNA	1	276	40.5570361975957
ADARB1_wgs_alt	DNA	2	258	35.3033998816105
ADARB1_wgs_alt	DNA	3	319	40.6071416887556
ADARB1_wgs_alt	DNA	4	282	35.58570216963
ADARB1_wgs_alt	Post	1	112	12.3772387883214
ADARB1_wgs_alt	Post	2	115	11.6066664251134
ADARB1_wgs_alt	Post	3	94	10.1506014501322
ADARB1_wgs_alt	Post	4	147	15.5375582949105
ADARB1_wgs_alt	Post	5	137	13.0464933216239
ADARB1_wgs_alt	Post	6	98	10.1851790263468
ADARB1_wgs_alt	Pre	1	137	17.3731185356465
ADARB1_wgs_alt	Pre	2	219	25.1358050820466
ADARB1_wgs_alt	Pre	3	249	25.489837386098
ADARB1_wgs_alt	Pre	4	274	29.1204879318428
ADARB1_wgs_alt	Pre	5	249	31.8504701014265
ADARB1_wgs_alt	Pre	6	248	26.8527853430568
ADARB1_wgs_ref	DNA	1	127	18.662114482227
ADARB1_wgs_ref	DNA	2	131	17.9253697073293
ADARB1_wgs_ref	DNA	3	115	14.6389382263539
ADARB1_wgs_ref	DNA	4	57	7.19285469386138
ADARB1_wgs_ref	Post	1	46	5.08350878806056
ADARB1_wgs_ref	Post	2	25	2.52318835328553
ADARB1_wgs_ref	Post	3	82	8.8547799884132
ADARB1_wgs_ref	Post	4	60	6.34186052853489
ADARB1_wgs_ref	Post	5	40	3.80919513040113
ADARB1_wgs_ref	Post	6	64	6.65154548659381
ADARB1_wgs_ref	Pre	1	52	6.59417637849355
ADARB1_wgs_ref	Pre	2	84	9.64113071640143
ADARB1_wgs_ref	Pre	3	57	5.83502301609473
ADARB1_wgs_ref	Pre	4	62	6.58930748822719
ADARB1_wgs_ref	Pre	5	77	9.84934215987887
ADARB1_wgs_ref	Pre	6	93	10.0697945036463
ADARB1_wgs_shuf	DNA	1	212	31.1525060648198
ADARB1_wgs_shuf	DNA	2	276	37.7664277803275
ADARB1_wgs_shuf	DNA	3	229	29.150581337696
ADARB1_wgs_shuf	DNA	4	287	36.2166543357582
ADARB1_wgs_shuf	Post	1	141	15.5820595460117
ADARB1_wgs_shuf	Post	2	127	12.8177968346905
ADARB1_wgs_shuf	Post	3	149	16.0897831496776
ADARB1_wgs_shuf	Post	4	154	16.2774420232395
ADARB1_wgs_shuf	Post	5	109	10.3800567303431
ADARB1_wgs_shuf	Post	6	167	17.3563765040807
ADARB1_wgs_shuf	Pre	1	124	15.7245744410231
ADARB1_wgs_shuf	Pre	2	213	24.4471528880179
ADARB1_wgs_shuf	Pre	3	166	16.9932249240654
ADARB1_wgs_shuf	Pre	4	215	22.8500179027233
ADARB1_wgs_shuf	Pre	5	240	30.6992482905316
ADARB1_wgs_shuf	Pre	6	229	24.7955154982258
AGFG2_wgs_alt	DNA	1	15736	2312.33884639625
AGFG2_wgs_alt	DNA	2	15582	2132.16115098936
AGFG2_wgs_alt	DNA	3	17519	2230.08311989125
AGFG2_wgs_alt	DNA	4	17527	2211.73972314576
AGFG2_wgs_alt	Post	1	8074	892.266303365239
AGFG2_wgs_alt	Post	2	7862	793.492273341233
AGFG2_wgs_alt	Post	3	6374	688.297166416411
AGFG2_wgs_alt	Post	4	7407	782.902682247631
AGFG2_wgs_alt	Post	5	7942	756.315693141144
AGFG2_wgs_alt	Post	6	9443	981.414750467271
AGFG2_wgs_alt	Pre	1	14484	1836.73174357886
AGFG2_wgs_alt	Pre	2	13984	1605.0187135495
AGFG2_wgs_alt	Pre	3	18398	1883.38163947563
AGFG2_wgs_alt	Pre	4	18950	2013.98995003073
AGFG2_wgs_alt	Pre	5	14762	1888.25959693678
AGFG2_wgs_alt	Pre	6	18752	2030.41705948791
AGFG2_wgs_ref	DNA	1	8560	1257.85590525876
AGFG2_wgs_ref	DNA	2	9372	1282.41652593199
AGFG2_wgs_ref	DNA	3	9768	1243.418683435
AGFG2_wgs_ref	DNA	4	10006	1262.66147485574
AGFG2_wgs_ref	Post	1	4149	458.510390470941
AGFG2_wgs_ref	Post	2	4190	422.886368010655
AGFG2_wgs_ref	Post	3	4095	442.19907381161
AGFG2_wgs_ref	Post	4	3807	402.391050535538
AGFG2_wgs_ref	Post	5	5150	490.433873039145
AGFG2_wgs_ref	Post	6	4811	500.009145875044
AGFG2_wgs_ref	Pre	1	8246	1045.68420032803
AGFG2_wgs_ref	Pre	2	8813	1011.51529766245
AGFG2_wgs_ref	Pre	3	10337	1058.18654241002
AGFG2_wgs_ref	Pre	4	10847	1152.80997298065
AGFG2_wgs_ref	Pre	5	9273	1186.14220582541
AGFG2_wgs_ref	Pre	6	11114	1203.39458186586
AGO4_wgs_alt	DNA	1	1417	208.222174970989
AGO4_wgs_alt	DNA	2	1411	193.074020282761
AGO4_wgs_alt	DNA	3	1672	212.837432299684
AGO4_wgs_alt	DNA	4	1647	207.835643522626
AGO4_wgs_alt	Post	1	759	83.8778950029993
AGO4_wgs_alt	Post	2	670	67.6214478680522
AGO4_wgs_alt	Post	3	923	99.6702674305534
AGO4_wgs_alt	Post	4	808	85.4037217842698
AGO4_wgs_alt	Post	5	833	79.3264885906035
AGO4_wgs_alt	Post	6	743	77.220285883425
AGO4_wgs_alt	Pre	1	975	123.640807096754
AGO4_wgs_alt	Pre	2	1401	160.800287305695
AGO4_wgs_alt	Pre	3	1484	151.915336068151
AGO4_wgs_alt	Pre	4	1513	160.800358543351
AGO4_wgs_alt	Pre	5	1133	144.926034638218
AGO4_wgs_alt	Pre	6	1412	152.887632679017
AGO4_wgs_ref	DNA	1	2379	349.584018529276
AGO4_wgs_ref	DNA	2	2715	371.506708056482
AGO4_wgs_ref	DNA	3	3024	384.940427795601
AGO4_wgs_ref	DNA	4	2720	343.237978373736
AGO4_wgs_ref	Post	1	1157	127.861297125784
AGO4_wgs_ref	Post	2	1270	128.177968346905
AGO4_wgs_ref	Post	3	1263	136.385208845925
AGO4_wgs_ref	Post	4	1570	165.945350496663
AGO4_wgs_ref	Post	5	1512	143.987575929163
AGO4_wgs_ref	Post	6	1401	145.606487917468
AGO4_wgs_ref	Pre	1	1959	248.422913951324
AGO4_wgs_ref	Pre	2	2279	261.573058365225
AGO4_wgs_ref	Pre	3	2869	293.696158476768
AGO4_wgs_ref	Pre	4	2539	269.842769558207
AGO4_wgs_ref	Pre	5	2386	305.201693421701
AGO4_wgs_ref	Pre	6	2642	286.068785791758
AGO4_wgs_shuf	DNA	1	2063	303.149150998695
AGO4_wgs_shuf	DNA	2	2156	295.016008312993
AGO4_wgs_shuf	DNA	3	2369	301.56212746289
AGO4_wgs_shuf	DNA	4	2327	293.64513811606
AGO4_wgs_shuf	Post	1	953	105.317040761342
AGO4_wgs_shuf	Post	2	1000	100.927534131421
AGO4_wgs_shuf	Post	3	1010	109.064973028016
AGO4_wgs_shuf	Post	4	1243	131.382210616148
AGO4_wgs_shuf	Post	5	1017	96.8487861904487
AGO4_wgs_shuf	Post	6	941	97.7985047325746
AGO4_wgs_shuf	Pre	1	1251	158.640666336451
AGO4_wgs_shuf	Pre	2	1647	189.035027260871
AGO4_wgs_shuf	Pre	3	1747	178.838337002061
AGO4_wgs_shuf	Pre	4	1944	206.606673501833
AGO4_wgs_shuf	Pre	5	1533	196.09144845577
AGO4_wgs_shuf	Pre	6	1478	160.033938455798
AGTR1_wgs_alt	DNA	1	448	65.8317109294306
AGTR1_wgs_alt	DNA	2	524	71.7014788293174
AGTR1_wgs_alt	DNA	3	563	71.6671497516281
AGTR1_wgs_alt	DNA	4	613	77.3547355673162
AGTR1_wgs_alt	Post	1	163	18.013302879432
AGTR1_wgs_alt	Post	2	200	20.1855068262842
AGTR1_wgs_alt	Post	3	156	16.8456790023471
AGTR1_wgs_alt	Post	4	107	11.3096512758872
AGTR1_wgs_alt	Post	5	92	8.7611487999226
AGTR1_wgs_alt	Post	6	207	21.5135924332019
AGTR1_wgs_alt	Pre	1	451	57.1917989750114
AGTR1_wgs_alt	Pre	2	688	78.9654515819546
AGTR1_wgs_alt	Pre	3	654	66.9492114478238
AGTR1_wgs_alt	Pre	4	662	70.3567993097807
AGTR1_wgs_alt	Pre	5	469	59.9914477010804
AGTR1_wgs_alt	Pre	6	528	57.1704462142499
AGTR1_wgs_ref	DNA	1	54	7.93507229952958
AGTR1_wgs_ref	DNA	2	42	5.74706509700635
AGTR1_wgs_ref	DNA	3	33	4.20073879538851
AGTR1_wgs_ref	DNA	4	43	5.42618862870244
